id,code,name,shortName,description,programType,accessLevel,enrollmentDateLabel,incidentDateLabel,version,expiryDays,completeEventsExpiryDays,maxTeiCountToReturn,minAttributesRequiredToSearch,openDaysAfterCoEndDate,displayFrontPageList,displayIncidentDate,ignoreOverdueEvents,onlyEnrollOnce,selectEnrollmentDatesInFuture,selectIncidentDatesInFuture,skipOffline,useFirstStageDuringRegistration,categoryCombo,trackedEntityType,programStages,programSections,notificationTemplates,sharing
D8mSSpOpsKj,NEOIPC_CORE,NeoIPC Core Module,NeoIPC Core,The NeoIPC Core Module for surveillance in high risk neonates (birth weight <1500g or gestational age < 32 weeks),WITH_REGISTRATION,CLOSED,Admission date,Enrolment date,109,0,0,0,0,0,True,False,False,False,False,False,False,False,bjDvmb4bfuf,DAv3TK40X4R,BHWwaviIFvy Cp8UiWONR1B DDLi3OGC5Yh YGowWPumDia cZhr3Wm2fc8 gS3zQzPpsgV wDQxhhyAkEU,ikkUQJHEogt,,NEOIPC_DATA_EDIT
