id,code,name,programRuleVariableSourceType,valueType,useCodeForOptionSet,program,dataElement,trackedEntityAttribute,programStage,sharing
a556dCqCgc2,NEOIPC_NEC_SEC_BSI_AGENT_2_MRSA_CUR,NeoIPC NEC Secondary BSI pathogen 2 MRSA value,DATAELEMENT_CURRENT_EVENT,INTEGER,False,D8mSSpOpsKj,TsgwL95UcPF,,,
i6fLlsdDOwf,NEOIPC_NEC_SEC_BSI_AGENT_2_NAME_CUR,NeoIPC NEC Secondary BSI pathogen 2 name value,DATAELEMENT_CURRENT_EVENT,TEXT,False,D8mSSpOpsKj,acADmWAqwcP,,,
jSZIJEgCdA6,NEOIPC_NEC_SEC_BSI_AGENT_2_VRE_CUR,NeoIPC NEC Secondary BSI pathogen 2 VRE value,DATAELEMENT_CURRENT_EVENT,INTEGER,False,D8mSSpOpsKj,UQX3D0E9ARY,,,
RJL9jjrqgBm,NEOIPC_NEC_SEC_BSI_AGENT_3_3GCR_CUR,NeoIPC NEC Secondary BSI pathogen 3 3GCR value,DATAELEMENT_CURRENT_EVENT,INTEGER,False,D8mSSpOpsKj,mwbe730vMBu,,,
iGcjHUiORem,NEOIPC_NEC_SEC_BSI_AGENT_3_CAR_CUR,NeoIPC NEC Secondary BSI pathogen 3 carbapenem-resistant value,DATAELEMENT_CURRENT_EVENT,INTEGER,False,D8mSSpOpsKj,G7JBlB11D5B,,,
tJ8Frdf7ze4,NEOIPC_NEC_SEC_BSI_AGENT_3_COR_CUR,NeoIPC NEC Secondary BSI pathogen 3 colistin-resistant value,DATAELEMENT_CURRENT_EVENT,INTEGER,False,D8mSSpOpsKj,CUlXZ8ETgJB,,,
gsOCxgweQ8v,NEOIPC_NEC_SEC_BSI_AGENT_3_MRSA_CUR,NeoIPC NEC Secondary BSI pathogen 3 MRSA value,DATAELEMENT_CURRENT_EVENT,INTEGER,False,D8mSSpOpsKj,YQVGiNDlXSk,,,
ylkFcYXpczi,NEOIPC_NEC_SEC_BSI_AGENT_3_NAME_CUR,NeoIPC NEC Secondary BSI pathogen 3 name value,DATAELEMENT_CURRENT_EVENT,TEXT,False,D8mSSpOpsKj,TGvIcZhfY4h,,,
xmTgWFLS4Qb,NEOIPC_NEC_SEC_BSI_AGENT_3_VRE_CUR,NeoIPC NEC Secondary BSI pathogen 3 VRE value,DATAELEMENT_CURRENT_EVENT,INTEGER,False,D8mSSpOpsKj,WLSUlJPMueQ,,,
UVJfzuhir2r,NEOIPC_NEC_SEC_BSI_CUR,NeoIPC NEC Secondary bloodstream infection value,DATAELEMENT_CURRENT_EVENT,INTEGER,True,D8mSSpOpsKj,ntOxPtrVkNx,,,
cVOlBvjGAnv,NEOIPC_NEC_SEC_BSI_UINT,NeoIPC NEC Secondary bloodstream infection uint value,CALCULATED_VALUE,INTEGER_ZERO_OR_POSITIVE,False,D8mSSpOpsKj,,,,
SlN8c44VJL4,NEOIPC_NEC_SURG_FINDINGS_CRIT_FULFILLED,NeoIPC NEC Surgical findings criterion fulfilled,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
EdlnNj6vShO,NEOIPC_NEC_SURG_FINDINGS_TOTAL_COUNT,NeoIPC NEC Surgical findings total count,CALCULATED_VALUE,INTEGER_ZERO_OR_POSITIVE,False,D8mSSpOpsKj,,,,
hwnCQfR0jLk,NEOIPC_NEC_VOMITING_CUR,NeoIPC NEC Vomiting value,DATAELEMENT_CURRENT_EVENT,BOOLEAN,True,D8mSSpOpsKj,Oj69i3AeaPR,,,
UUMNUCwcy9G,NEOIPC_NEC_VOMITING_UINT,NeoIPC NEC Vomiting uint value,CALCULATED_VALUE,INTEGER_ZERO_OR_POSITIVE,False,D8mSSpOpsKj,,,,
cX7mFUYkAbJ,NEOIPC_PATIENT_GESTATION_DAYS,NeoIPC Patient Gestation days,CALCULATED_VALUE,INTEGER_ZERO_OR_POSITIVE,False,D8mSSpOpsKj,,,,
Vd6FWrlPuXy,NEOIPC_PATIENT_GESTATION_WEEKS,NeoIPC Patient Gestation weeks,CALCULATED_VALUE,INTEGER_ZERO_OR_POSITIVE,False,D8mSSpOpsKj,,,,
rusECUNRcUp,NEOIPC_PATIENT_TOTAL_GESTATION_DAYS,NeoIPC Patient Total gestation days,CALCULATED_VALUE,INTEGER_ZERO_OR_POSITIVE,False,D8mSSpOpsKj,,,,
DDWmBsDZes4,NEOIPC_SIBLINGS_TEA,NeoIPC Patient Siblings in birth value,TEI_ATTRIBUTE,INTEGER_POSITIVE,False,D8mSSpOpsKj,,RWgBBhSiu5U,,
ykXCujfKKDm,NEOIPC_SSI_ABSCESS_DEEP_CUR,NeoIPC SSI Abscess deep incision value,DATAELEMENT_CURRENT_EVENT,BOOLEAN,False,D8mSSpOpsKj,n0YMeniULF8,,,
GnOmCcnRlXE,NEOIPC_SSI_ABSCESS_ORGAN_CUR,NeoIPC SSI Abscess organ space value,DATAELEMENT_CURRENT_EVENT,BOOLEAN,False,D8mSSpOpsKj,J9pWV2Y8fZS,,,
RJtGsQVcb0n,NEOIPC_SSI_AGENTS_DEEP_CUR,NeoIPC SSI Organisms identified from deep tissue of incision value,DATAELEMENT_CURRENT_EVENT,INTEGER,True,D8mSSpOpsKj,j4h7viHO6lb,,,
hKYIyI14dYy,NEOIPC_SSI_AGENTS_IDENTIFIED_FROM_ANY_SITE,NeoIPC SSI Organisms identified from any site,CALCULATED_VALUE,BOOLEAN,True,D8mSSpOpsKj,,,,
FtDBVgWqr6r,NEOIPC_SSI_AGENTS_ORGAN_CUR,NeoIPC SSI Organisms identified from organ space fluid tissue value,DATAELEMENT_CURRENT_EVENT,INTEGER,True,D8mSSpOpsKj,XhcAt9NTFuG,,,
ZXs5mf8H3U7,NEOIPC_SSI_AGENTS_SUPERF_CUR,NeoIPC SSI Organisms identified from superficial incision value,DATAELEMENT_CURRENT_EVENT,INTEGER,True,D8mSSpOpsKj,vNw0rqjhgW1,,,
ZdzYGgiY0uZ,NEOIPC_SSI_AGENT_1_NAME_CUR,NeoIPC SSI Pathogen 1 name value,DATAELEMENT_CURRENT_EVENT,TEXT,False,D8mSSpOpsKj,XThKNkDmKsO,,,
pZF7nqUZV7j,NEOIPC_SSI_AGENT_2_NAME_CUR,NeoIPC SSI Pathogen 2 name value,DATAELEMENT_CURRENT_EVENT,TEXT,False,D8mSSpOpsKj,IhFtEkm3sE1,,,
WGGOf86xMCj,NEOIPC_SSI_AGENT_3_NAME_CUR,NeoIPC SSI Pathogen 3 name value,DATAELEMENT_CURRENT_EVENT,TEXT,False,D8mSSpOpsKj,lWflhXvq2ky,,,
j5wEsrMJqL0,NEOIPC_SSI_FEVER_CUR,NeoIPC SSI Fever value,DATAELEMENT_CURRENT_EVENT,BOOLEAN,False,D8mSSpOpsKj,Bny6KnXTJZP,,,
DP3ceR8rJYc,NEOIPC_SSI_INC_DEHISCES_DEEP_CUR,NeoIPC SSI Deep incision dehisces value,DATAELEMENT_CURRENT_EVENT,BOOLEAN,False,D8mSSpOpsKj,kVNzBLpyrtc,,,
bkKeCM1UIYv,NEOIPC_SSI_INC_OPENED_SUPERF_CUR,NeoIPC SSI Superficial incision opened value,DATAELEMENT_CURRENT_EVENT,BOOLEAN,False,D8mSSpOpsKj,BRLJT6BGofr,,,
fQPpqll7eFP,NEOIPC_SSI_INFECTION_PRESENT_CUR,NeoIPC SSI Infection present value,DATAELEMENT_CURRENT_EVENT,BOOLEAN,False,D8mSSpOpsKj,kMJlTTKr5VN,,,
EHsnkMwZW7V,NEOIPC_SSI_INFECTION_TYPE_CUR,NeoIPC SSI Infection type value,DATAELEMENT_CURRENT_EVENT,INTEGER_POSITIVE,True,D8mSSpOpsKj,bRwNwkGZDnx,,,
tFcbL91Gq9g,NEOIPC_SSI_LOCALIZED_ERYTHEMA_CUR,NeoIPC SSI Localized erythema value,DATAELEMENT_CURRENT_EVENT,BOOLEAN,False,D8mSSpOpsKj,LsIl0YdRagx,,,
XYOVaDAupyv,NEOIPC_SSI_LOCALIZED_HEAT_CUR,NeoIPC SSI Localized heat value,DATAELEMENT_CURRENT_EVENT,BOOLEAN,False,D8mSSpOpsKj,aglnLwvfXnj,,,
rzVlBOjhaVJ,NEOIPC_SSI_LOCALIZED_PAIN_DEEP_CUR,NeoIPC SSI Localized pain deep value,DATAELEMENT_CURRENT_EVENT,BOOLEAN,False,D8mSSpOpsKj,LZcPsWSgWnO,,,
Pz98epwtPt0,NEOIPC_SSI_LOCALIZED_PAIN_SUPERF_CUR,NeoIPC SSI Localized pain superficial value,DATAELEMENT_CURRENT_EVENT,BOOLEAN,False,D8mSSpOpsKj,GBZwcgTBsK2,,,
JhCvn7CmNnA,NEOIPC_SSI_LOCALIZED_SWELLING_CUR,NeoIPC SSI Localized swelling value,DATAELEMENT_CURRENT_EVENT,BOOLEAN,False,D8mSSpOpsKj,pjakd2qB03P,,,
qu60Xttr3hS,NEOIPC_SSI_PHYSICIAN_DIAG_SUPERF_CUR,NeoIPC SSI Diagnosis superficial by physician value,DATAELEMENT_CURRENT_EVENT,BOOLEAN,False,D8mSSpOpsKj,bFlYgfbmGBa,,,
Cb1Qd49RZAn,NEOIPC_SSI_PURULENT_DRAINAGE_DEEP_CUR,NeoIPC SSI Purulent drainage deep incision value,DATAELEMENT_CURRENT_EVENT,BOOLEAN,False,D8mSSpOpsKj,AWj4EtgLBRq,,,
xbV9qlg1Y08,NEOIPC_SSI_PURULENT_DRAINAGE_DRAIN_CUR,NeoIPC SSI Purulent drainage drain value,DATAELEMENT_CURRENT_EVENT,BOOLEAN,False,D8mSSpOpsKj,fuupuDsZf9w,,,
Xqru2qJ4UZF,NEOIPC_SSI_PURULENT_DRAINAGE_SUPERF_CUR,NeoIPC SSI Purulent drainage superficial incision value,DATAELEMENT_CURRENT_EVENT,BOOLEAN,False,D8mSSpOpsKj,P38wa79hn0H,,,
xMqJpXgC7k6,NEOIPC_SSI_SEC_BSI_AGENT_1_NAME_CUR,NeoIPC SSI Secondary BSI pathogen 1 name value,DATAELEMENT_CURRENT_EVENT,TEXT,False,D8mSSpOpsKj,C6vqhkpgeWV,,,
l76Q6pmzjQE,NEOIPC_SSI_SEC_BSI_AGENT_2_NAME_CUR,NeoIPC SSI Secondary BSI pathogen 2 name value,DATAELEMENT_CURRENT_EVENT,TEXT,False,D8mSSpOpsKj,PodwECDyBas,,,
EZzSrAQ6Juz,NEOIPC_SSI_SEC_BSI_AGENT_3_NAME_CUR,NeoIPC SSI Secondary BSI pathogen 3 name value,DATAELEMENT_CURRENT_EVENT,TEXT,False,D8mSSpOpsKj,UDhuURrXmmX,,,
Hkf2PF9bXI2,NEOIPC_SSI_SEC_BSI_CUR,NeoIPC SSI Secondary bloodstream infection value,DATAELEMENT_CURRENT_EVENT,INTEGER,True,D8mSSpOpsKj,SWwmWqVfFX4,,,
Z5IcVBGKDNm,NEOIPC_SURV_END_AB_DAYS_CUR,NeoIPC Surveillance end AB days - current event value,DATAELEMENT_CURRENT_EVENT,INTEGER_ZERO_OR_POSITIVE,False,D8mSSpOpsKj,huoQuMzJwgw,,,
Vkx452LeNEM,NEOIPC_SURV_END_CVC_DAYS_CUR,NeoIPC Surveillance end CVC days - current event value,DATAELEMENT_CURRENT_EVENT,INTEGER_ZERO_OR_POSITIVE,False,D8mSSpOpsKj,Z3GQcwMosHH,,,
lCfooVLFoqh,NEOIPC_SURV_END_HUMAN_MILK_DAYS_CUR,NeoIPC Surveillance end Human milk days - current event value,DATAELEMENT_CURRENT_EVENT,INTEGER_ZERO_OR_POSITIVE,False,D8mSSpOpsKj,vlFLj6rwVgf,,,
uFDhjogHrcW,NEOIPC_SURV_END_INV_DAYS_CUR,NeoIPC Surveillance end INV days - current event value,DATAELEMENT_CURRENT_EVENT,INTEGER_ZERO_OR_POSITIVE,False,D8mSSpOpsKj,mRAdPplmm5a,,,
xqNbAnIp6Bn,NEOIPC_SURV_END_KANGAROO_CARE_DAYS_CUR,NeoIPC Surveillance end Kangaroo care days - current event value,DATAELEMENT_CURRENT_EVENT,INTEGER_ZERO_OR_POSITIVE,False,D8mSSpOpsKj,gCZe3wijCy4,,,
Bs1ry70QzpZ,NEOIPC_SURV_END_NIV_DAYS_CUR,NeoIPC Surveillance end NIV days - current event value,DATAELEMENT_CURRENT_EVENT,INTEGER_ZERO_OR_POSITIVE,False,D8mSSpOpsKj,nHIk8qJetwF,,,
JnHiwMmal9g,NEOIPC_SURV_END_PATIENT_DAYS_CUR,NeoIPC Surveillance end Patient days - current event value,DATAELEMENT_CURRENT_EVENT,INTEGER_ZERO_OR_POSITIVE,False,D8mSSpOpsKj,Xn8q3giOGcB,,,
PIY50IRnybz,NEOIPC_SURV_END_PROBIOTIC_DAYS_CUR,NeoIPC Surveillance end Probiotic days - current event value,DATAELEMENT_CURRENT_EVENT,INTEGER_ZERO_OR_POSITIVE,False,D8mSSpOpsKj,U4ys5n9dSRR,,,
OhyN7ev0k23,NEOIPC_SURV_END_PVC_DAYS_CUR,NeoIPC Surveillance end PVC days - current event value,DATAELEMENT_CURRENT_EVENT,INTEGER_ZERO_OR_POSITIVE,False,D8mSSpOpsKj,ZrBvuqbXY0I,,,
OOJuuH46ztd,,NeoIPC BSI Pathogen 1 is recognized pathogen,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
zMNUn6D5196,,NeoIPC BSI Pathogen 1 may be 3GCR,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
JoyNptaTejO,,NeoIPC BSI Pathogen 1 may be MRSA,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
bgJhq7M6tbl,,NeoIPC BSI Pathogen 1 may be VRE,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
axHcfJtxRIp,,NeoIPC BSI Pathogen 1 may be carbapenem-resistant,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
jlt8WQXAJwv,,NeoIPC BSI Pathogen 1 may be colistin-resistant,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
FFHTEhKxqZB,,NeoIPC BSI Pathogen 1 value,DATAELEMENT_CURRENT_EVENT,INTEGER_ZERO_OR_POSITIVE,True,D8mSSpOpsKj,aeua6ZD9pb7,,,
FxjdGDrb2G3,,NeoIPC BSI Pathogen 2 is recognized pathogen,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
kFeQ0QPnI33,,NeoIPC BSI Pathogen 2 may be 3GCR,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
AZOdb0swrps,,NeoIPC BSI Pathogen 2 may be MRSA,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
jdBBUrUlbbl,,NeoIPC BSI Pathogen 2 may be VRE,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
qL2Hc66TT0L,,NeoIPC BSI Pathogen 2 may be carbapenem-resistant,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
xYPaXDhIW2u,,NeoIPC BSI Pathogen 2 may be colistin-resistant,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
Uyqr0Gk7LAy,,NeoIPC BSI Pathogen 2 value,DATAELEMENT_CURRENT_EVENT,INTEGER_ZERO_OR_POSITIVE,True,D8mSSpOpsKj,tAx6dWqnOIx,,,
v7lAgXhm432,,NeoIPC BSI Pathogen 3 is recognized pathogen,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
VC71IWF5fTa,,NeoIPC BSI Pathogen 3 may be 3GCR,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
djlvURoxcG8,,NeoIPC BSI Pathogen 3 may be MRSA,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
tpL2MXeTMts,,NeoIPC BSI Pathogen 3 may be VRE,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
wzjKQrcwLGf,,NeoIPC BSI Pathogen 3 may be carbapenem-resistant,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
VkcLKzySw53,,NeoIPC BSI Pathogen 3 may be colistin-resistant,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
CBmDcljcF91,,NeoIPC BSI Pathogen 3 value,DATAELEMENT_CURRENT_EVENT,INTEGER_ZERO_OR_POSITIVE,True,D8mSSpOpsKj,TsoCuWLh71j,,,
RwVBtoj0xgU,,NeoIPC HAP Pathogen 1 is virus,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
xyGksdbsIhP,,NeoIPC HAP Pathogen 1 may be 3GCR,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
pFFQSwwarEX,,NeoIPC HAP Pathogen 1 may be MRSA,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
GK4HhhooJIR,,NeoIPC HAP Pathogen 1 may be VRE,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
MfqvyMrtTZq,,NeoIPC HAP Pathogen 1 may be carbapenem-resistant,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
m55sz1I8LAT,,NeoIPC HAP Pathogen 1 may be colistin-resistant,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
i4lbPXRiz2d,,NeoIPC HAP Pathogen 1 value,DATAELEMENT_CURRENT_EVENT,INTEGER_ZERO_OR_POSITIVE,True,D8mSSpOpsKj,bUNxV2zp4Lu,,,
Zx7OqtIU4Os,,NeoIPC HAP Pathogen 2 is virus,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
AMSPRi5CJDr,,NeoIPC HAP Pathogen 2 may be 3GCR,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
ZHrUdSWRHAc,,NeoIPC HAP Pathogen 2 may be MRSA,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
khxopMFeY20,,NeoIPC HAP Pathogen 2 may be VRE,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
gCBL81BkdJq,,NeoIPC HAP Pathogen 2 may be carbapenem-resistant,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
WNPBmincI8U,,NeoIPC HAP Pathogen 2 may be colistin-resistant,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
ZCmIips2RFn,,NeoIPC HAP Pathogen 2 value,DATAELEMENT_CURRENT_EVENT,INTEGER_ZERO_OR_POSITIVE,True,D8mSSpOpsKj,mUqRP4hDub9,,,
SmRHypuemss,,NeoIPC HAP Pathogen 3 is virus,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
Nuhpo1PcZo0,,NeoIPC HAP Pathogen 3 may be 3GCR,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
XvCVf0JIua2,,NeoIPC HAP Pathogen 3 may be MRSA,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
iIFsXnLztL4,,NeoIPC HAP Pathogen 3 may be VRE,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
a2AmGA8dmhy,,NeoIPC HAP Pathogen 3 may be carbapenem-resistant,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
fOVQE6ea7ZN,,NeoIPC HAP Pathogen 3 may be colistin-resistant,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
QU93j26GuXs,,NeoIPC HAP Pathogen 3 value,DATAELEMENT_CURRENT_EVENT,INTEGER_ZERO_OR_POSITIVE,True,D8mSSpOpsKj,PvLENjS8Afi,,,
KS9VGqCaQLF,,NeoIPC HAP Secondary BSI pathogen 1 may be 3GCR,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
HxQSwwypUzb,,NeoIPC HAP Secondary BSI pathogen 1 may be MRSA,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
aTNAbMEQPPt,,NeoIPC HAP Secondary BSI pathogen 1 may be VRE,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
R1QYXtRAvzZ,,NeoIPC HAP Secondary BSI pathogen 1 may be carbapenem-resistant,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
bF9QgVWxmht,,NeoIPC HAP Secondary BSI pathogen 1 may be colistin-resistant,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
FpbZ8dF9AVJ,,NeoIPC HAP Secondary BSI pathogen 1 value,DATAELEMENT_CURRENT_EVENT,INTEGER_ZERO_OR_POSITIVE,True,D8mSSpOpsKj,ZpwYoMtJea3,,,
h1GLFM04TYX,,NeoIPC HAP Secondary BSI pathogen 2 may be 3GCR,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
xkY7Sq2Tufg,,NeoIPC HAP Secondary BSI pathogen 2 may be MRSA,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
uhqZ5LK1YcD,,NeoIPC HAP Secondary BSI pathogen 2 may be VRE,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
ITr0HvRnBLm,,NeoIPC HAP Secondary BSI pathogen 2 may be carbapenem-resistant,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
TTHBd6wvOHs,,NeoIPC HAP Secondary BSI pathogen 2 may be colistin-resistant,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
XFrDQE8U63y,,NeoIPC HAP Secondary BSI pathogen 2 value,DATAELEMENT_CURRENT_EVENT,INTEGER_ZERO_OR_POSITIVE,True,D8mSSpOpsKj,vjSwdgu8l9s,,,
LnaIK1cTjMk,,NeoIPC HAP Secondary BSI pathogen 3 may be 3GCR,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
sWWYX38PhNo,,NeoIPC HAP Secondary BSI pathogen 3 may be MRSA,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
mgKF4es89FK,,NeoIPC HAP Secondary BSI pathogen 3 may be VRE,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
SuV8U7ppJfl,,NeoIPC HAP Secondary BSI pathogen 3 may be carbapenem-resistant,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
VHlFFao70PY,,NeoIPC HAP Secondary BSI pathogen 3 may be colistin-resistant,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
f0MiSnvvRWK,,NeoIPC HAP Secondary BSI pathogen 3 value,DATAELEMENT_CURRENT_EVENT,INTEGER_ZERO_OR_POSITIVE,True,D8mSSpOpsKj,K23m7eluWi0,,,
U1sSmGuRV67,,NeoIPC NEC Secondary BSI pathogen 1 may be 3GCR,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
TYYw6pghREu,,NeoIPC NEC Secondary BSI pathogen 1 may be MRSA,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
PZKJK3fMNNw,,NeoIPC NEC Secondary BSI pathogen 1 may be VRE,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
fUwvkAnV4yZ,,NeoIPC NEC Secondary BSI pathogen 1 may be carbapenem-resistant,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
Xbko4DoYD1Z,,NeoIPC NEC Secondary BSI pathogen 1 may be colistin-resistant,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
eFKUH9xR1iH,,NeoIPC NEC Secondary BSI pathogen 1 value,DATAELEMENT_CURRENT_EVENT,INTEGER_ZERO_OR_POSITIVE,True,D8mSSpOpsKj,wYnfg9LtR1b,,,
BLi13DBVXHR,,NeoIPC NEC Secondary BSI pathogen 2 may be 3GCR,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
JHPoW5JneeR,,NeoIPC NEC Secondary BSI pathogen 2 may be MRSA,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
vfxHHCqlm8E,,NeoIPC NEC Secondary BSI pathogen 2 may be VRE,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
UPdSfdruLxv,,NeoIPC NEC Secondary BSI pathogen 2 may be carbapenem-resistant,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
gh0M0QyYzEy,,NeoIPC NEC Secondary BSI pathogen 2 may be colistin-resistant,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
ZPMqTQK73xT,,NeoIPC NEC Secondary BSI pathogen 2 value,DATAELEMENT_CURRENT_EVENT,INTEGER_ZERO_OR_POSITIVE,True,D8mSSpOpsKj,begrGxBPmKh,,,
W2YeHUl261i,,NeoIPC NEC Secondary BSI pathogen 3 may be 3GCR,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
AvVRsyQ0yh4,,NeoIPC NEC Secondary BSI pathogen 3 may be MRSA,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
Z5NgUsXUdFP,,NeoIPC NEC Secondary BSI pathogen 3 may be VRE,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
geYnxKcAtTo,,NeoIPC NEC Secondary BSI pathogen 3 may be carbapenem-resistant,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
PVjTrassrg4,,NeoIPC NEC Secondary BSI pathogen 3 may be colistin-resistant,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
o1KnPjz0nea,,NeoIPC NEC Secondary BSI pathogen 3 value,DATAELEMENT_CURRENT_EVENT,INTEGER_ZERO_OR_POSITIVE,True,D8mSSpOpsKj,g1LlkfHwHsY,,,
UVWRiTpklaz,,NeoIPC SSI Pathogen 1 may be 3GCR,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
IYnf2xaWwh5,,NeoIPC SSI Pathogen 1 may be MRSA,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
nIC6ffCPGyZ,,NeoIPC SSI Pathogen 1 may be VRE,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
HULfHgbYc5l,,NeoIPC SSI Pathogen 1 may be carbapenem-resistant,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
Rucvktw1IvX,,NeoIPC SSI Pathogen 1 may be colistin-resistant,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
QDKHYYh7Auf,,NeoIPC SSI Pathogen 1 value,DATAELEMENT_CURRENT_EVENT,INTEGER_ZERO_OR_POSITIVE,True,D8mSSpOpsKj,Au49L8nPTTv,,,
cUIdecSUMHM,,NeoIPC SSI Pathogen 2 may be 3GCR,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
jy5nJ1kjHeq,,NeoIPC SSI Pathogen 2 may be MRSA,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
ssi2rkyC78K,,NeoIPC SSI Pathogen 2 may be VRE,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
l7yCryFJp7B,,NeoIPC SSI Pathogen 2 may be carbapenem-resistant,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
gla7XtXzPGH,,NeoIPC SSI Pathogen 2 may be colistin-resistant,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
