id,code,name,description,condition,priority,program,programStage,programRuleActions,sharing
u4zPEvRG278,,NeoIPC SSI Pathogen 2 - set VRE,"Sets the ""may be VRE"" variable for pathogens that could be VRE.",expressions/programRules/NeoIPC SSI Pathogen 2 - set VRE/condition.dhis2,0,D8mSSpOpsKj,cZhr3Wm2fc8,CuzVgnVBzhs,
BibKmiXaWmq,,NeoIPC SSI Pathogen 2 - set carbapenem-resistant,"Sets the ""may be carbapenem-resistant"" variable for pathogens that could be carbapenem-resistant.",expressions/programRules/NeoIPC SSI Pathogen 2 - set carbapenem-resistant/condition.dhis2,0,D8mSSpOpsKj,cZhr3Wm2fc8,EdERvuGqiXo,
hXrzicMeh1a,,NeoIPC SSI Pathogen 2 - set colistin-resistant,"Sets the ""may be colistin-resistant"" variable for pathogens that could be colistin-resistant.",expressions/programRules/NeoIPC SSI Pathogen 2 - set colistin-resistant/condition.dhis2,0,D8mSSpOpsKj,cZhr3Wm2fc8,lfd8yUKtKhD,
VNkKNmjMHYG,,NeoIPC SSI Pathogen 2 - when empty,Hides dependent fields when Pathogen 2 is empty.,expressions/programRules/NeoIPC SSI Pathogen 2 - when empty/condition.dhis2,1,D8mSSpOpsKj,cZhr3Wm2fc8,BqEaYndWPI7 Sv3ftRkUQq1 cdFDrixxAHA dI5NONvmmUQ mo96bhBZbBw svrvIZ56nHl v2oX5xSko82,
MubPJEOQrH1,,NeoIPC SSI Pathogen 2 - when empty or listed,"Hides the pathogen name for Pathogen 2 unless ""Not listed"" is selected.",expressions/programRules/NeoIPC SSI Pathogen 2 - when empty or listed/condition.dhis2,1,D8mSSpOpsKj,cZhr3Wm2fc8,uVgAEWEvPCI,
D5nj8NIKJol,,NeoIPC SSI Pathogen 2 - when not listed,"Makes the pathogen name mandatory for Pathogen 2 when ""Not listed"" is selected.",expressions/programRules/NeoIPC SSI Pathogen 2 - when not listed/condition.dhis2,1,D8mSSpOpsKj,cZhr3Wm2fc8,CWICMZ8dpmN,
V4HZIVQW6sd,,NeoIPC SSI Pathogen 3 - may be 3GCR,Makes the 3GCR field for pathogen 3 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC SSI Pathogen 3 - may be 3GCR/condition.dhis2,1,D8mSSpOpsKj,cZhr3Wm2fc8,IKDupkxAYAq,
h4J3VteNTZy,,NeoIPC SSI Pathogen 3 - may be MRSA,Makes the MRSA field for pathogen 3 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC SSI Pathogen 3 - may be MRSA/condition.dhis2,1,D8mSSpOpsKj,cZhr3Wm2fc8,LkDsSs5veAL,
iaeQnNQoInJ,,NeoIPC SSI Pathogen 3 - may be VRE,Makes the VRE field for pathogen 3 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC SSI Pathogen 3 - may be VRE/condition.dhis2,1,D8mSSpOpsKj,cZhr3Wm2fc8,ErF5wkkv0W3,
hRg4q461ULv,,NeoIPC SSI Pathogen 3 - may be carbapenem-resistant,Makes the carbapenem-resistant field for pathogen 3 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC SSI Pathogen 3 - may be carbapenem-resistant/condition.dhis2,1,D8mSSpOpsKj,cZhr3Wm2fc8,nGUskKRQs80,
KS4pJmd8Ru0,,NeoIPC SSI Pathogen 3 - may be colistin-resistant,Makes the colistin-resistant field for pathogen 3 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC SSI Pathogen 3 - may be colistin-resistant/condition.dhis2,1,D8mSSpOpsKj,cZhr3Wm2fc8,fBSzT7EElKl,
kpGvExoaToz,,NeoIPC SSI Pathogen 3 - not 3GCR,Hides the 3GCR field for pathogen 3 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC SSI Pathogen 3 - not 3GCR/condition.dhis2,1,D8mSSpOpsKj,cZhr3Wm2fc8,Eht3RlG8Fi5,
IJszYn4MIEb,,NeoIPC SSI Pathogen 3 - not MRSA,Hides the MRSA field for pathogen 3 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC SSI Pathogen 3 - not MRSA/condition.dhis2,1,D8mSSpOpsKj,cZhr3Wm2fc8,LbISXzg0Rno,
W6nPGmxpWxV,,NeoIPC SSI Pathogen 3 - not VRE,Hides the VRE field for pathogen 3 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC SSI Pathogen 3 - not VRE/condition.dhis2,1,D8mSSpOpsKj,cZhr3Wm2fc8,vAU4e6Uzlcl,
VCKoT2LLC6e,,NeoIPC SSI Pathogen 3 - not carbapenem-resistant,Hides the carbapenem-resistant field for pathogen 3 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC SSI Pathogen 3 - not carbapenem-resistant/condition.dhis2,1,D8mSSpOpsKj,cZhr3Wm2fc8,lMXaMfmbH14,
R7GwfnYbchF,,NeoIPC SSI Pathogen 3 - not colistin-resistant,Hides the colistin-resistant field for pathogen 3 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC SSI Pathogen 3 - not colistin-resistant/condition.dhis2,1,D8mSSpOpsKj,cZhr3Wm2fc8,k1oNO3hdpI4,
klaFMF0LZ1w,,NeoIPC SSI Pathogen 3 - set 3GCR,"Sets the ""may be 3GCR"" variable for pathogens that could be 3GCR.",expressions/programRules/NeoIPC SSI Pathogen 3 - set 3GCR/condition.dhis2,0,D8mSSpOpsKj,cZhr3Wm2fc8,Se4FyULEA2W,
Pny8RroAT1Q,,NeoIPC SSI Pathogen 3 - set MRSA,"Sets the ""may be MRSA"" variable for pathogens that could be MRSA.",expressions/programRules/NeoIPC SSI Pathogen 3 - set MRSA/condition.dhis2,0,D8mSSpOpsKj,cZhr3Wm2fc8,AV45OwvrjqE,
FFoVKb923JV,,NeoIPC SSI Pathogen 3 - set VRE,"Sets the ""may be VRE"" variable for pathogens that could be VRE.",expressions/programRules/NeoIPC SSI Pathogen 3 - set VRE/condition.dhis2,0,D8mSSpOpsKj,cZhr3Wm2fc8,h060ClNIQfd,
oQ2rfvXulE3,,NeoIPC SSI Pathogen 3 - set carbapenem-resistant,"Sets the ""may be carbapenem-resistant"" variable for pathogens that could be carbapenem-resistant.",expressions/programRules/NeoIPC SSI Pathogen 3 - set carbapenem-resistant/condition.dhis2,0,D8mSSpOpsKj,cZhr3Wm2fc8,tLXl6ttuZuz,
VQzAwIgZPxM,,NeoIPC SSI Pathogen 3 - set colistin-resistant,"Sets the ""may be colistin-resistant"" variable for pathogens that could be colistin-resistant.",expressions/programRules/NeoIPC SSI Pathogen 3 - set colistin-resistant/condition.dhis2,0,D8mSSpOpsKj,cZhr3Wm2fc8,DySKQAkH3RJ,
xyddQ38yHkO,,NeoIPC SSI Pathogen 3 - when empty or listed,"Hides the pathogen name for Pathogen 3 unless ""Not listed"" is selected.",expressions/programRules/NeoIPC SSI Pathogen 3 - when empty or listed/condition.dhis2,1,D8mSSpOpsKj,cZhr3Wm2fc8,wNJTxXIs7Sb,
Enm5IYaXJ1v,,NeoIPC SSI Pathogen 3 - when not listed,"Makes the pathogen name mandatory for Pathogen 3 when ""Not listed"" is selected.",expressions/programRules/NeoIPC SSI Pathogen 3 - when not listed/condition.dhis2,1,D8mSSpOpsKj,cZhr3Wm2fc8,CsL48LYadao,
usOZjHYcBuQ,,NeoIPC SSI Secondary BSI pathogen 1 - may be 3GCR,Makes the 3GCR field for secondary BSI pathogen 1 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC SSI Secondary BSI pathogen 1 - may be 3GCR/condition.dhis2,1,D8mSSpOpsKj,cZhr3Wm2fc8,YlQYhEHTJYT,
r2KtQHkpvUg,,NeoIPC SSI Secondary BSI pathogen 1 - may be MRSA,Makes the MRSA field for secondary BSI pathogen 1 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC SSI Secondary BSI pathogen 1 - may be MRSA/condition.dhis2,1,D8mSSpOpsKj,cZhr3Wm2fc8,Q0EVybJucXj,
JZ4FCz4d5N0,,NeoIPC SSI Secondary BSI pathogen 1 - may be VRE,Makes the VRE field for secondary BSI pathogen 1 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC SSI Secondary BSI pathogen 1 - may be VRE/condition.dhis2,1,D8mSSpOpsKj,cZhr3Wm2fc8,r3UxO0lY4Eo,
IurW4WYdU7n,,NeoIPC SSI Secondary BSI pathogen 1 - may be carbapenem-resistant,Makes the carbapenem-resistant field for secondary BSI pathogen 1 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC SSI Secondary BSI pathogen 1 - may be carbapenem-resistant/condition.dhis2,1,D8mSSpOpsKj,cZhr3Wm2fc8,hyAs6vb9dbc,
kgIfegimnRn,,NeoIPC SSI Secondary BSI pathogen 1 - may be colistin-resistant,Makes the colistin-resistant field for secondary BSI pathogen 1 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC SSI Secondary BSI pathogen 1 - may be colistin-resistant/condition.dhis2,1,D8mSSpOpsKj,cZhr3Wm2fc8,vNJE8Z1bbjP,
Qp5fvIZoDOx,,NeoIPC SSI Secondary BSI pathogen 1 - not 3GCR,Hides the 3GCR field for secondary BSI pathogen 1 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC SSI Secondary BSI pathogen 1 - not 3GCR/condition.dhis2,1,D8mSSpOpsKj,cZhr3Wm2fc8,Ic83UqfEVan,
bfa4dBCjgfJ,,NeoIPC SSI Secondary BSI pathogen 1 - not MRSA,Hides the MRSA field for secondary BSI pathogen 1 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC SSI Secondary BSI pathogen 1 - not MRSA/condition.dhis2,1,D8mSSpOpsKj,cZhr3Wm2fc8,keOYnrzzCMQ,
pi84DUIDjPG,,NeoIPC SSI Secondary BSI pathogen 1 - not VRE,Hides the VRE field for secondary BSI pathogen 1 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC SSI Secondary BSI pathogen 1 - not VRE/condition.dhis2,1,D8mSSpOpsKj,cZhr3Wm2fc8,LAbKFCbGAvW,
BZxr9Ka5NPA,,NeoIPC SSI Secondary BSI pathogen 1 - not carbapenem-resistant,Hides the carbapenem-resistant field for secondary BSI pathogen 1 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC SSI Secondary BSI pathogen 1 - not carbapenem-resistant/condition.dhis2,1,D8mSSpOpsKj,cZhr3Wm2fc8,MHcnNmAq370,
D4f4xkhbI59,,NeoIPC SSI Secondary BSI pathogen 1 - not colistin-resistant,Hides the colistin-resistant field for secondary BSI pathogen 1 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC SSI Secondary BSI pathogen 1 - not colistin-resistant/condition.dhis2,1,D8mSSpOpsKj,cZhr3Wm2fc8,mbD3DlRBJk5,
S5xH2hF9tkA,,NeoIPC SSI Secondary BSI pathogen 1 - set 3GCR,"Sets the ""may be 3GCR"" variable for pathogens that could be 3GCR.",expressions/programRules/NeoIPC SSI Secondary BSI pathogen 1 - set 3GCR/condition.dhis2,0,D8mSSpOpsKj,cZhr3Wm2fc8,DB7uiPrt0zP,
krNBeZV4Pfw,,NeoIPC SSI Secondary BSI pathogen 1 - set MRSA,"Sets the ""may be MRSA"" variable for pathogens that could be MRSA.",expressions/programRules/NeoIPC SSI Secondary BSI pathogen 1 - set MRSA/condition.dhis2,0,D8mSSpOpsKj,cZhr3Wm2fc8,BIkYE9M9ImW,
yUupGXbIUc4,,NeoIPC SSI Secondary BSI pathogen 1 - set VRE,"Sets the ""may be VRE"" variable for pathogens that could be VRE.",expressions/programRules/NeoIPC SSI Secondary BSI pathogen 1 - set VRE/condition.dhis2,0,D8mSSpOpsKj,cZhr3Wm2fc8,ymatvIz0xea,
XdXEIR9KmPo,,NeoIPC SSI Secondary BSI pathogen 1 - set carbapenem-resistant,"Sets the ""may be carbapenem-resistant"" variable for pathogens that could be carbapenem-resistant.",expressions/programRules/NeoIPC SSI Secondary BSI pathogen 1 - set carbapenem-resistant/condition.dhis2,0,D8mSSpOpsKj,cZhr3Wm2fc8,jnVnf3YuKcL,
BlNy3VGQwVU,,NeoIPC SSI Secondary BSI pathogen 1 - set colistin-resistant,"Sets the ""may be colistin-resistant"" variable for pathogens that could be colistin-resistant.",expressions/programRules/NeoIPC SSI Secondary BSI pathogen 1 - set colistin-resistant/condition.dhis2,0,D8mSSpOpsKj,cZhr3Wm2fc8,bev167eU6aq,
rvvnet33GfB,,NeoIPC SSI Secondary BSI pathogen 1 - when empty,Hides dependent fields when Secondary BSI pathogen 1 is empty.,expressions/programRules/NeoIPC SSI Secondary BSI pathogen 1 - when empty/condition.dhis2,1,D8mSSpOpsKj,cZhr3Wm2fc8,AevkPBQZocQ JOD0L19eFyo P8SwzepntOU SYk76tYbazz WtsDFoVXezt XESXdpF7tAp bOyQvRQqtKR dN8FokrkVV6 e4LSpoYc781 n27V0PnGVNY oCtYTNBSDh6 rN49oYTude3 tMxFvJkHn7Y zj7tMXVLa1J,
AalS7WT8AnV,,NeoIPC SSI Secondary BSI pathogen 1 - when empty or listed,"Hides the pathogen name for Secondary BSI pathogen 1 unless ""Not listed"" is selected.",expressions/programRules/NeoIPC SSI Secondary BSI pathogen 1 - when empty or listed/condition.dhis2,1,D8mSSpOpsKj,cZhr3Wm2fc8,jurAvLgg556,
L7ep9hVY8q8,,NeoIPC SSI Secondary BSI pathogen 1 - when not listed,"Makes the pathogen name mandatory for Secondary BSI pathogen 1 when ""Not listed"" is selected.",expressions/programRules/NeoIPC SSI Secondary BSI pathogen 1 - when not listed/condition.dhis2,1,D8mSSpOpsKj,cZhr3Wm2fc8,yivy8vCeB5a,
vFkRADnFEj4,,NeoIPC SSI Secondary BSI pathogen 2 - may be 3GCR,Makes the 3GCR field for secondary BSI pathogen 2 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC SSI Secondary BSI pathogen 2 - may be 3GCR/condition.dhis2,1,D8mSSpOpsKj,cZhr3Wm2fc8,gUKL9EFVO80,
aJE8v4PoF4c,,NeoIPC SSI Secondary BSI pathogen 2 - may be MRSA,Makes the MRSA field for secondary BSI pathogen 2 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC SSI Secondary BSI pathogen 2 - may be MRSA/condition.dhis2,1,D8mSSpOpsKj,cZhr3Wm2fc8,TPfaDjInO44,
Cn66YR1lkeh,,NeoIPC SSI Secondary BSI pathogen 2 - may be VRE,Makes the VRE field for secondary BSI pathogen 2 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC SSI Secondary BSI pathogen 2 - may be VRE/condition.dhis2,1,D8mSSpOpsKj,cZhr3Wm2fc8,zdyDjhCKqG6,
D6LvTV0dhHT,,NeoIPC SSI Secondary BSI pathogen 2 - may be carbapenem-resistant,Makes the carbapenem-resistant field for secondary BSI pathogen 2 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC SSI Secondary BSI pathogen 2 - may be carbapenem-resistant/condition.dhis2,1,D8mSSpOpsKj,cZhr3Wm2fc8,KByZx9tgjKU,
tS4ITf30owZ,,NeoIPC SSI Secondary BSI pathogen 2 - may be colistin-resistant,Makes the colistin-resistant field for secondary BSI pathogen 2 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC SSI Secondary BSI pathogen 2 - may be colistin-resistant/condition.dhis2,1,D8mSSpOpsKj,cZhr3Wm2fc8,Q6vSgE5G529,
f2WkIx5UQBX,,NeoIPC SSI Secondary BSI pathogen 2 - not 3GCR,Hides the 3GCR field for secondary BSI pathogen 2 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC SSI Secondary BSI pathogen 2 - not 3GCR/condition.dhis2,1,D8mSSpOpsKj,cZhr3Wm2fc8,UfDh9Or06Na,
B97QzdRhGyx,,NeoIPC SSI Secondary BSI pathogen 2 - not MRSA,Hides the MRSA field for secondary BSI pathogen 2 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC SSI Secondary BSI pathogen 2 - not MRSA/condition.dhis2,1,D8mSSpOpsKj,cZhr3Wm2fc8,pfF59Hahg55,
usvbjFQ7v6G,,NeoIPC SSI Secondary BSI pathogen 2 - not VRE,Hides the VRE field for secondary BSI pathogen 2 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC SSI Secondary BSI pathogen 2 - not VRE/condition.dhis2,1,D8mSSpOpsKj,cZhr3Wm2fc8,tVl4JAbiugl,
WqoPg0pFlxq,,NeoIPC SSI Secondary BSI pathogen 2 - not carbapenem-resistant,Hides the carbapenem-resistant field for secondary BSI pathogen 2 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC SSI Secondary BSI pathogen 2 - not carbapenem-resistant/condition.dhis2,1,D8mSSpOpsKj,cZhr3Wm2fc8,gL3kEUGErA0,
BeLm5jjM4xf,,NeoIPC SSI Secondary BSI pathogen 2 - not colistin-resistant,Hides the colistin-resistant field for secondary BSI pathogen 2 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC SSI Secondary BSI pathogen 2 - not colistin-resistant/condition.dhis2,1,D8mSSpOpsKj,cZhr3Wm2fc8,lXoiO1ArnsL,
okLuT9NpWIs,,NeoIPC SSI Secondary BSI pathogen 2 - set 3GCR,"Sets the ""may be 3GCR"" variable for pathogens that could be 3GCR.",expressions/programRules/NeoIPC SSI Secondary BSI pathogen 2 - set 3GCR/condition.dhis2,0,D8mSSpOpsKj,cZhr3Wm2fc8,xf88zSX76Gn,
BLq7FANrhv3,,NeoIPC SSI Secondary BSI pathogen 2 - set MRSA,"Sets the ""may be MRSA"" variable for pathogens that could be MRSA.",expressions/programRules/NeoIPC SSI Secondary BSI pathogen 2 - set MRSA/condition.dhis2,0,D8mSSpOpsKj,cZhr3Wm2fc8,X7QV9zgBSll,
WwfCpawIy80,,NeoIPC SSI Secondary BSI pathogen 2 - set VRE,"Sets the ""may be VRE"" variable for pathogens that could be VRE.",expressions/programRules/NeoIPC SSI Secondary BSI pathogen 2 - set VRE/condition.dhis2,0,D8mSSpOpsKj,cZhr3Wm2fc8,rrHlLeePINc,
f9OzOYmu50Q,,NeoIPC SSI Secondary BSI pathogen 2 - set carbapenem-resistant,"Sets the ""may be carbapenem-resistant"" variable for pathogens that could be carbapenem-resistant.",expressions/programRules/NeoIPC SSI Secondary BSI pathogen 2 - set carbapenem-resistant/condition.dhis2,0,D8mSSpOpsKj,cZhr3Wm2fc8,FeASCUKx8aU,
zdQiHR2bxE8,,NeoIPC SSI Secondary BSI pathogen 2 - set colistin-resistant,"Sets the ""may be colistin-resistant"" variable for pathogens that could be colistin-resistant.",expressions/programRules/NeoIPC SSI Secondary BSI pathogen 2 - set colistin-resistant/condition.dhis2,0,D8mSSpOpsKj,cZhr3Wm2fc8,JT8JlZCppls,
uoAfLEGhdP2,,NeoIPC SSI Secondary BSI pathogen 2 - when empty,Hides dependent fields when Secondary BSI pathogen 2 is empty.,expressions/programRules/NeoIPC SSI Secondary BSI pathogen 2 - when empty/condition.dhis2,1,D8mSSpOpsKj,cZhr3Wm2fc8,HtE65KphQzp Ncna00e0WMK OLf5JfQb3gr YucxsKZDIhp b5vO1Hi5UUx kNZRbJdnaAT yQfcwfAYgw9,
UMQaGLApgjG,,NeoIPC SSI Secondary BSI pathogen 2 - when empty or listed,"Hides the pathogen name for Secondary BSI pathogen 2 unless ""Not listed"" is selected.",expressions/programRules/NeoIPC SSI Secondary BSI pathogen 2 - when empty or listed/condition.dhis2,1,D8mSSpOpsKj,cZhr3Wm2fc8,fV37J4z7kvk,
mfetwXEUOPq,,NeoIPC SSI Secondary BSI pathogen 2 - when not listed,"Makes the pathogen name mandatory for Secondary BSI pathogen 2 when ""Not listed"" is selected.",expressions/programRules/NeoIPC SSI Secondary BSI pathogen 2 - when not listed/condition.dhis2,1,D8mSSpOpsKj,cZhr3Wm2fc8,O4X0d14iZhg,
rUlzyNIGgjc,,NeoIPC SSI Secondary BSI pathogen 3 - may be 3GCR,Makes the 3GCR field for secondary BSI pathogen 3 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC SSI Secondary BSI pathogen 3 - may be 3GCR/condition.dhis2,1,D8mSSpOpsKj,cZhr3Wm2fc8,vm1V3lJYdeJ,
uHpxu4hJxgR,,NeoIPC SSI Secondary BSI pathogen 3 - may be MRSA,Makes the MRSA field for secondary BSI pathogen 3 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC SSI Secondary BSI pathogen 3 - may be MRSA/condition.dhis2,1,D8mSSpOpsKj,cZhr3Wm2fc8,GEYq8CT5QAq,
KGWHfUWIjWi,,NeoIPC SSI Secondary BSI pathogen 3 - may be VRE,Makes the VRE field for secondary BSI pathogen 3 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC SSI Secondary BSI pathogen 3 - may be VRE/condition.dhis2,1,D8mSSpOpsKj,cZhr3Wm2fc8,cKO7ywshAvg,
rg7KBHLD4nR,,NeoIPC SSI Secondary BSI pathogen 3 - may be carbapenem-resistant,Makes the carbapenem-resistant field for secondary BSI pathogen 3 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC SSI Secondary BSI pathogen 3 - may be carbapenem-resistant/condition.dhis2,1,D8mSSpOpsKj,cZhr3Wm2fc8,qNpR3jmHP6C,
MHPMg4PhuBj,,NeoIPC SSI Secondary BSI pathogen 3 - may be colistin-resistant,Makes the colistin-resistant field for secondary BSI pathogen 3 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC SSI Secondary BSI pathogen 3 - may be colistin-resistant/condition.dhis2,1,D8mSSpOpsKj,cZhr3Wm2fc8,bt9nbmc7kcj,
RbSVh70BZFG,,NeoIPC SSI Secondary BSI pathogen 3 - not 3GCR,Hides the 3GCR field for secondary BSI pathogen 3 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC SSI Secondary BSI pathogen 3 - not 3GCR/condition.dhis2,1,D8mSSpOpsKj,cZhr3Wm2fc8,OR5sjoHNwte,
btS1ihiP1rd,,NeoIPC SSI Secondary BSI pathogen 3 - not MRSA,Hides the MRSA field for secondary BSI pathogen 3 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC SSI Secondary BSI pathogen 3 - not MRSA/condition.dhis2,1,D8mSSpOpsKj,cZhr3Wm2fc8,PkChd5PHyRt,
IaL3CXIUjYz,,NeoIPC SSI Secondary BSI pathogen 3 - not VRE,Hides the VRE field for secondary BSI pathogen 3 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC SSI Secondary BSI pathogen 3 - not VRE/condition.dhis2,1,D8mSSpOpsKj,cZhr3Wm2fc8,OKgKtSj18Om,
G57CiSUVUim,,NeoIPC SSI Secondary BSI pathogen 3 - not carbapenem-resistant,Hides the carbapenem-resistant field for secondary BSI pathogen 3 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC SSI Secondary BSI pathogen 3 - not carbapenem-resistant/condition.dhis2,1,D8mSSpOpsKj,cZhr3Wm2fc8,UGWM7KvETgH,
NlkUOf4Tag2,,NeoIPC SSI Secondary BSI pathogen 3 - not colistin-resistant,Hides the colistin-resistant field for secondary BSI pathogen 3 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC SSI Secondary BSI pathogen 3 - not colistin-resistant/condition.dhis2,1,D8mSSpOpsKj,cZhr3Wm2fc8,Dq3CeA9CzmH,
C6HrrVKKZIm,,NeoIPC SSI Secondary BSI pathogen 3 - set 3GCR,"Sets the ""may be 3GCR"" variable for pathogens that could be 3GCR.",expressions/programRules/NeoIPC SSI Secondary BSI pathogen 3 - set 3GCR/condition.dhis2,0,D8mSSpOpsKj,cZhr3Wm2fc8,AmIt3EmWKRI,
tlIW5kSvDsJ,,NeoIPC SSI Secondary BSI pathogen 3 - set MRSA,"Sets the ""may be MRSA"" variable for pathogens that could be MRSA.",expressions/programRules/NeoIPC SSI Secondary BSI pathogen 3 - set MRSA/condition.dhis2,0,D8mSSpOpsKj,cZhr3Wm2fc8,ONge1JTrE1X,
N5NlXu6c1Le,,NeoIPC SSI Secondary BSI pathogen 3 - set VRE,"Sets the ""may be VRE"" variable for pathogens that could be VRE.",expressions/programRules/NeoIPC SSI Secondary BSI pathogen 3 - set VRE/condition.dhis2,0,D8mSSpOpsKj,cZhr3Wm2fc8,seOrfBQMuiv,
rexUfozTVMO,,NeoIPC SSI Secondary BSI pathogen 3 - set carbapenem-resistant,"Sets the ""may be carbapenem-resistant"" variable for pathogens that could be carbapenem-resistant.",expressions/programRules/NeoIPC SSI Secondary BSI pathogen 3 - set carbapenem-resistant/condition.dhis2,0,D8mSSpOpsKj,cZhr3Wm2fc8,eEKE9rW6jY2,
hcomIGpkAtL,,NeoIPC SSI Secondary BSI pathogen 3 - set colistin-resistant,"Sets the ""may be colistin-resistant"" variable for pathogens that could be colistin-resistant.",expressions/programRules/NeoIPC SSI Secondary BSI pathogen 3 - set colistin-resistant/condition.dhis2,0,D8mSSpOpsKj,cZhr3Wm2fc8,ZQ4sEwEjDC5,
ppF7ou438rb,,NeoIPC SSI Secondary BSI pathogen 3 - when empty or listed,"Hides the pathogen name for Secondary BSI pathogen 3 unless ""Not listed"" is selected.",expressions/programRules/NeoIPC SSI Secondary BSI pathogen 3 - when empty or listed/condition.dhis2,1,D8mSSpOpsKj,cZhr3Wm2fc8,jW51DnGgHHr,
VPlFKpmrkPQ,,NeoIPC SSI Secondary BSI pathogen 3 - when not listed,"Makes the pathogen name mandatory for Secondary BSI pathogen 3 when ""Not listed"" is selected.",expressions/programRules/NeoIPC SSI Secondary BSI pathogen 3 - when not listed/condition.dhis2,1,D8mSSpOpsKj,cZhr3Wm2fc8,tAqIhb7BQhm,
Z78OvS4DNd0,,NeoIPC Surveillance end Antibiotic substance 01 - hide,,expressions/programRules/NeoIPC Surveillance end Antibiotic substance 01 - hide/condition.dhis2,,D8mSSpOpsKj,DDLi3OGC5Yh,J0E7p8PvWI4 U5vKqukkPlR,
cTpLvQ5ryvX,,NeoIPC Surveillance end Antibiotic substance 01 - require,,expressions/programRules/NeoIPC Surveillance end Antibiotic substance 01 - require/condition.dhis2,,D8mSSpOpsKj,DDLi3OGC5Yh,y8iDbyUY1Pl,
s218syWWBkl,,NeoIPC Surveillance end Antibiotic substance 01 days - require,,expressions/programRules/NeoIPC Surveillance end Antibiotic substance 01 days - require/condition.dhis2,,D8mSSpOpsKj,DDLi3OGC5Yh,w09qgjgKeiO,
lxiwEhXExyX,,NeoIPC Surveillance end Antibiotic substance 02 - hide,,expressions/programRules/NeoIPC Surveillance end Antibiotic substance 02 - hide/condition.dhis2,,D8mSSpOpsKj,DDLi3OGC5Yh,UN7XJ2tzcKb yEgBxmlczG8,
zHZuZQtuLaC,,NeoIPC Surveillance end Antibiotic substance 02 days - require,,expressions/programRules/NeoIPC Surveillance end Antibiotic substance 02 days - require/condition.dhis2,,D8mSSpOpsKj,DDLi3OGC5Yh,CNiu6bBzBGH,
nMoFaXHQS1y,,NeoIPC Surveillance end Antibiotic substance 03 - hide,,expressions/programRules/NeoIPC Surveillance end Antibiotic substance 03 - hide/condition.dhis2,,D8mSSpOpsKj,DDLi3OGC5Yh,DxlcgXAy8Hs GQDcMlbnAD6,
OMXiDG45evd,,NeoIPC Surveillance end Antibiotic substance 03 days - require,,expressions/programRules/NeoIPC Surveillance end Antibiotic substance 03 days - require/condition.dhis2,,D8mSSpOpsKj,DDLi3OGC5Yh,CFCa1hRNVQS,
cMosm1AJvp4,,NeoIPC Surveillance end Antibiotic substance 04 - hide,,expressions/programRules/NeoIPC Surveillance end Antibiotic substance 04 - hide/condition.dhis2,,D8mSSpOpsKj,DDLi3OGC5Yh,IXdacgeUymt OZz9fwGIRaM,
