id,code,name,shortName,formName,description,url,valueType,domainType,aggregationType,zeroIsSignificant,categoryCombo,optionSet,commentOptionSet,aggregationLevels,legendSets,sharing
pojfTuJ4RlC,NEOIPC_SURGERY_INFECTION_SIGNS,NeoIPC Surgery Infection signs,NeoIPC Surg. Inf. signs,Signs of infection at time of surgery,"Complete this field if signs of infection were identified during the surgical procedure. The signs of infection must be noted intraoperatively and documented in the narrative part of the operation note or report of surgery. If a surgical site infection occurs, this information will be used to determine if the signs listed in this section can be interpreted as ""Infection present at time of surgery"".",,LONG_TEXT,TRACKER,DEFAULT,False,bjDvmb4bfuf,,,,,PUBLIC_RW
ey4XJquYYBI,NEOIPC_SURGERY_LOS,NeoIPC SURGERY Length of Stay,NeoIPC SURGERY LOS,Day of occurrence after admission,"
The Length of Stay on which the surgery occurred. This field is calculated automatically.",,INTEGER_ZERO_OR_POSITIVE,TRACKER,DEFAULT,False,bjDvmb4bfuf,,,,,PUBLIC_RW
VaJLazkIZ5E,NEOIPC_SURGERY_MAIN_PROCEDURE_CODE,NeoIPC Surgery Main procedure code,NeoIPC Surg. Main proc. code,Main procedure code (ICHI),"The International Classification of Health Interventions (ICHI) code of the main procedure performed. If multiple different procedures are performed during one surgery, the surgeon decides which one is the main procedure (typically the most complex procedure or the on causing the highest risk for infection).",https://icd.who.int/dev11/l-ichi/en,TEXT,TRACKER,DEFAULT,False,bjDvmb4bfuf,,,,,PUBLIC_RW
BsacMxp5fja,NEOIPC_SURGERY_PRIMARY_CLOSURE,NeoIPC Surgery Primary closure,NeoIPC Surg. Primary closure,Primary closure,"The closure of the skin level during the original surgery, regardless of the presence of wires, wicks, drains, or other devices or objects extruding through the incision. This category includes surgeries where the skin is closed by some means. Thus, if any portion of the incision is closed at the skin level, by any manner, a designation of primary closure should be assigned to the surgery. Note: If a procedure has multiple incision/laparoscopic trocar sites and any of the incisions are closed primarily then the procedure technique is recorded as primary closed.",,BOOLEAN,TRACKER,DEFAULT,False,bjDvmb4bfuf,,,,,PUBLIC_RW
ki0ykiLotTO,NEOIPC_SURGERY_PROCEDURE_DESCRIPTION,NeoIPC Surgery Procedure description,NeoIPC Surg. Proc. desc.,Procedure description,A human-readable name or description of the surgical procedure as it it typically called by surgeons in your institution (e.g.; ligation of patent arterial duct).,,TEXT,TRACKER,DEFAULT,False,bjDvmb4bfuf,,,,,PUBLIC_RW
vVHhhpB31DW,NEOIPC_SURGERY_REVISION_PROCEDURE,NeoIPC Surgery Revision procedure,NeoIPC Surg. Rev. proc.,Revision procedure,"Revision procedures are follow-up, replacement or corrective procedures after an initial procedure. A revision procedure terminates the follow-up for the primary procedure and starts a new follwo-up period.",,BOOLEAN,TRACKER,DEFAULT,False,bjDvmb4bfuf,,,,,PUBLIC_RW
zPmHnqnPgpf,NEOIPC_SURGERY_SIDE_PROCEDURE_CODE_1,NeoIPC Surgery Side procedure code 1,NeoIPC Surg. Side proc. code 1,Side procedure code (ICHI),"The International Classification of Health Interventions (ICHI) code of a side procedure performed. If multiple different procedures are performed during one surgery, the surgeon decides which one is the main procedure (typically the most complex procedure or the on causing the highest risk for infection) and which ones are side procedures.",https://icd.who.int/dev11/l-ichi/en,TEXT,TRACKER,DEFAULT,False,bjDvmb4bfuf,,,,,PUBLIC_RW
aFchS2IgTuh,NEOIPC_SURGERY_SIDE_PROCEDURE_CODE_2,NeoIPC Surgery Side procedure code 2,NeoIPC Surg. Side proc. code 2,Side procedure code (ICHI),"The International Classification of Health Interventions (ICHI) code of a side procedure performed. If multiple different procedures are performed during one surgery, the surgeon decides which one is the main procedure (typically the most complex procedure or the on causing the highest risk for infection) and which ones are side procedures.",https://icd.who.int/dev11/l-ichi/en,TEXT,TRACKER,DEFAULT,False,bjDvmb4bfuf,,,,,PUBLIC_RW
Yu7iGKrtyeL,NEOIPC_SURGERY_WOUND_CLASS,NeoIPC Surgery Wound class,NeoIPC Surg. Wound class,Wound class,"An assessment of the degree of contamination of a surgical wound at the time of the surgical procedure. Wound class is assigned by a person involved in the surgical procedure (for example, surgeon, circulating nurse, etc.). The four wound classifications are: Clean, Clean-Contaminated, Contaminated, and Infected.",,INTEGER_POSITIVE,TRACKER,DEFAULT,False,bjDvmb4bfuf,GfBMlp6BqeM,,,,PUBLIC_RW
huoQuMzJwgw,NEOIPC_SURVEILLANCE_END_AB_DAYS,NeoIPC Surveillance end AB days,NeoIPC Surveillance end AB days,Antibiotic days,"The cumulative number of days when the infant received (any) systemic antibiotics. Only one antibiotic day can be recorded per day, which mans that a day when the patient received multiple antibiotics is still counted as one antibiotic day.",,INTEGER_ZERO_OR_POSITIVE,TRACKER,DEFAULT,True,bjDvmb4bfuf,,,,,PUBLIC_RW
Z3GQcwMosHH,NEOIPC_SURVEILLANCE_END_CVC_DAYS,NeoIPC Surveillance end CVC days,NeoIPC Surv. end CVC days,CVC days,The cumulative number of days when a central venous catheter was in place for at least 12 hours/day.,,INTEGER_ZERO_OR_POSITIVE,TRACKER,DEFAULT,True,bjDvmb4bfuf,,,,,PUBLIC_RW
vlFLj6rwVgf,NEOIPC_SURVEILLANCE_END_HUMAN_MILK_DAYS,NeoIPC Surveillance end Human milk days,NeoIPC Surv. end HM days,Human milk days,The cumulative number of days the patient’s enteral feeding exclusively consists of (own mother’s or donor) breast milk. Fortified breast milk is considered as breast milk.,,INTEGER_ZERO_OR_POSITIVE,TRACKER,DEFAULT,True,bjDvmb4bfuf,,,,,PUBLIC_RW
mRAdPplmm5a,NEOIPC_SURVEILLANCE_END_INV_DAYS,NeoIPC Surveillance end INV days,NeoIPC Surv. end INV days,INV days,The cumulative number of days when the infant was on invasive ventilation (intubated) for at least 12 hours/day.,,INTEGER_ZERO_OR_POSITIVE,TRACKER,DEFAULT,True,bjDvmb4bfuf,,,,,PUBLIC_RW
gCZe3wijCy4,NEOIPC_SURVEILLANCE_END_KANGAROO_CARE_DAYS,NeoIPC Surveillance end Kangaroo care days,NeoIPC Surveillance end KC days,Kangaroo care days,The cumulative number of days the patient received kangaroo care (intensive skin-to-skin-contact) for at least 2 hours.,,INTEGER_ZERO_OR_POSITIVE,TRACKER,DEFAULT,True,bjDvmb4bfuf,,,,,PUBLIC_RW
nHIk8qJetwF,NEOIPC_SURVEILLANCE_END_NIV_DAYS,NeoIPC Surveillance end NIV days,NeoIPC Surv. end NIV days,NIV days,The cumulative number of days when the infant was on non-invasive ventilation (not intubated; e.g. high flow nasal cannulae) for at least 12 hours/day.,,INTEGER_ZERO_OR_POSITIVE,TRACKER,DEFAULT,True,bjDvmb4bfuf,,,,,PUBLIC_RW
Xn8q3giOGcB,NEOIPC_SURVEILLANCE_END_PATIENT_DAYS,NeoIPC Surveillance end Patient days,NeoIPC Surv.  end Pat. days,Patient days,The number of days the patient stayed in the department during the current admission (enrollment). This field is calculated automatically.,,INTEGER_ZERO_OR_POSITIVE,TRACKER,AVERAGE,False,bjDvmb4bfuf,,,,,PUBLIC_RW
U4ys5n9dSRR,NEOIPC_SURVEILLANCE_END_PROBIOTIC_DAYS,NeoIPC Surveillance end Probiotic days,NeoIPC Surv. end PB days,Probiotic days,"The cumulative number of days the patient receives an oral probiotic containing at least one of Lactobacillus spp. or Bifidobacterium spp., regardless of the amount.",,INTEGER_ZERO_OR_POSITIVE,TRACKER,DEFAULT,True,bjDvmb4bfuf,,,,,PUBLIC_RW
ZrBvuqbXY0I,NEOIPC_SURVEILLANCE_END_PVC_DAYS,NeoIPC Surveillance end PVC days,NeoIPC Surv. end PVC days,PVC days,The cumulative number of days when a peripheral venous catheter was in place for at least 12 hours/day.,,INTEGER_ZERO_OR_POSITIVE,TRACKER,DEFAULT,True,bjDvmb4bfuf,,,,,PUBLIC_RW
wxIOvNRgLIE,NEOIPC_SURVEILLANCE_END_REASON,NeoIPC Surveillance end Reason,NeoIPC Surv. end Reason,Reason,Reason for the end of surveillance. This can be either death or the discharge/transfer of the patient.,,INTEGER_POSITIVE,TRACKER,DEFAULT,False,bjDvmb4bfuf,knhSB8VaArg,,,,PUBLIC_RW
