id,compulsory,allowFutureDate,allowProvidedElsewhere,renderOptionsAsRadio,skipAnalytics,skipSynchronization,displayInReports,sortOrder,dataElement,programStage,renderType_DESKTOP,renderType_MOBILE,sharing,__fk
bYXi8rbNiaA,False,False,False,False,False,False,False,57,hZIGItoWMLG,gS3zQzPpsgV,HORIZONTAL_RADIOBUTTONS,HORIZONTAL_RADIOBUTTONS,,gS3zQzPpsgV
TOjdlVJ0m3H,False,False,False,False,False,False,False,58,HztFtyHuX7f,gS3zQzPpsgV,HORIZONTAL_RADIOBUTTONS,HORIZONTAL_RADIOBUTTONS,,gS3zQzPpsgV
dm3HkKYb3Zz,True,False,False,False,False,False,False,58,boPV9RWoanT,gS3zQzPpsgV,,,,gS3zQzPpsgV
lAKqwJGkGtb,False,False,False,False,False,False,False,59,f22ppOLUE5q,gS3zQzPpsgV,,,,gS3zQzPpsgV
sYdHc4Q9IHV,False,False,False,False,False,False,False,59,JOTOTIisCmU,gS3zQzPpsgV,HORIZONTAL_RADIOBUTTONS,HORIZONTAL_RADIOBUTTONS,,gS3zQzPpsgV
SXo8ChUxly9,False,False,False,False,False,False,False,60,QIlkIZDrbwn,gS3zQzPpsgV,HORIZONTAL_RADIOBUTTONS,HORIZONTAL_RADIOBUTTONS,,gS3zQzPpsgV
ZZnyCJDWF7t,False,False,False,False,False,False,False,61,rmBJQ8KTYO5,gS3zQzPpsgV,HORIZONTAL_RADIOBUTTONS,HORIZONTAL_RADIOBUTTONS,,gS3zQzPpsgV
lG36rOuxFlK,False,False,False,False,False,False,False,62,D6z0jmhQnm5,gS3zQzPpsgV,,,,gS3zQzPpsgV
MQL3DPh0wHA,False,False,False,False,False,False,False,63,K23m7eluWi0,gS3zQzPpsgV,,DEFAULT,,gS3zQzPpsgV
OCBSRV24Oby,False,False,False,False,False,False,False,64,VJwXpWNnhfK,gS3zQzPpsgV,HORIZONTAL_RADIOBUTTONS,HORIZONTAL_RADIOBUTTONS,,gS3zQzPpsgV
vv8D9ekZjMw,False,False,False,False,False,False,False,65,lJj9LgTZ9Gg,gS3zQzPpsgV,HORIZONTAL_RADIOBUTTONS,HORIZONTAL_RADIOBUTTONS,,gS3zQzPpsgV
e4pcBN6OUB4,False,False,False,False,False,False,False,66,XXUaWNIB6fS,gS3zQzPpsgV,HORIZONTAL_RADIOBUTTONS,HORIZONTAL_RADIOBUTTONS,,gS3zQzPpsgV
ivtMbbkDyFg,False,False,False,False,False,False,False,67,EEW3ftnfLsb,gS3zQzPpsgV,HORIZONTAL_RADIOBUTTONS,HORIZONTAL_RADIOBUTTONS,,gS3zQzPpsgV
gaFOzckE0Yu,False,False,False,False,False,False,False,68,l9AarKAD8qi,gS3zQzPpsgV,HORIZONTAL_RADIOBUTTONS,HORIZONTAL_RADIOBUTTONS,,gS3zQzPpsgV
yJ7wPANrVfI,False,False,False,False,False,False,False,69,n5wJQGsAUvB,gS3zQzPpsgV,,,,gS3zQzPpsgV
F7bBi4zapNc,False,False,False,False,False,False,False,70,iriHpzXRO5e,gS3zQzPpsgV,DEFAULT,DEFAULT,,gS3zQzPpsgV
jHWZIlRvRz7,False,False,False,False,False,False,False,1,ER7WiNywdyP,wDQxhhyAkEU,,,,wDQxhhyAkEU
CessvFHl05Y,False,False,False,False,False,False,False,2,NjFq3pakY2I,wDQxhhyAkEU,,,,wDQxhhyAkEU
G3oZ0aQ7CxZ,False,False,False,False,False,False,False,3,iQpOYLxp4eD,wDQxhhyAkEU,,,,wDQxhhyAkEU
hPJvOodQ4NB,False,False,False,False,False,False,False,4,A639BT2Jccy,wDQxhhyAkEU,,,,wDQxhhyAkEU
ZGCrkzAOoYo,False,False,False,False,False,False,False,5,nHtkCl6Er79,wDQxhhyAkEU,,,,wDQxhhyAkEU
bO3GOTembEv,True,False,False,False,False,False,False,6,rzfND0l97Fl,wDQxhhyAkEU,,,,wDQxhhyAkEU
hExJs1kilBJ,False,False,False,False,False,False,False,7,vQxPyDZzK2K,wDQxhhyAkEU,,,,wDQxhhyAkEU
AcxlTeQDjZR,False,False,False,False,False,False,False,8,wgpBMLzukh9,wDQxhhyAkEU,,,,wDQxhhyAkEU
YnOF2Z2tNpl,False,False,False,False,False,False,False,9,dogXmeDeHnc,wDQxhhyAkEU,,,,wDQxhhyAkEU
QtNdJc9CE5i,False,False,False,False,False,False,False,11,oPIcLjRmNgC,wDQxhhyAkEU,,,,wDQxhhyAkEU
IX8tazkPLMD,False,False,False,False,False,False,False,12,rIgNb8wNw5f,wDQxhhyAkEU,,,,wDQxhhyAkEU
lE1qFpnhGBt,False,False,False,False,False,False,False,13,i4yQcpPDttA,wDQxhhyAkEU,,,,wDQxhhyAkEU
pjHSDGduMmI,False,False,False,False,False,False,False,14,aeua6ZD9pb7,wDQxhhyAkEU,,,,wDQxhhyAkEU
sSul3B7N1zY,False,False,False,False,False,False,False,15,pPsXwlpMj1s,wDQxhhyAkEU,,,,wDQxhhyAkEU
qBdomtK4tjC,False,False,False,False,False,False,False,16,TKuYdRqfqC4,wDQxhhyAkEU,,,,wDQxhhyAkEU
vwruZjlVgVL,False,False,False,False,False,False,False,17,tmLmPAMJ2XB,wDQxhhyAkEU,,,,wDQxhhyAkEU
FOBcUQSNT1n,False,False,False,False,False,False,False,18,o8dpLIbHZPX,wDQxhhyAkEU,,,,wDQxhhyAkEU
fO5QuLeebmC,False,False,False,False,False,False,False,19,ObnEVllso6d,wDQxhhyAkEU,,,,wDQxhhyAkEU
dZsNpYrQpTU,False,False,False,False,False,False,False,20,DaNS1ETTD3Z,wDQxhhyAkEU,,,,wDQxhhyAkEU
IY4yUPjMfiR,False,False,False,False,False,False,False,21,Cl0jt4EHzvY,wDQxhhyAkEU,,,,wDQxhhyAkEU
sZsJZAOHIfk,False,False,False,False,False,False,False,22,gvmTVfiIk2g,wDQxhhyAkEU,,,,wDQxhhyAkEU
frXa8Wc6a4d,False,False,False,False,False,False,False,23,tAx6dWqnOIx,wDQxhhyAkEU,,,,wDQxhhyAkEU
l9VXsD8ALrO,False,False,False,False,False,False,False,24,Db0I00GuIv0,wDQxhhyAkEU,,,,wDQxhhyAkEU
lifI3neiZ5r,False,False,False,False,False,False,False,25,GzAudzVNO2H,wDQxhhyAkEU,,,,wDQxhhyAkEU
bh2uWBgncww,False,False,False,False,False,False,False,26,iStHC3Ope8B,wDQxhhyAkEU,,,,wDQxhhyAkEU
nTj8YO1WzZo,False,False,False,False,False,False,False,27,Oy5f6YFFTdR,wDQxhhyAkEU,,,,wDQxhhyAkEU
QyevAolv4ET,False,False,False,False,False,False,False,28,fK8yWzyLp4I,wDQxhhyAkEU,,,,wDQxhhyAkEU
IRhgQVzbkjw,False,False,False,False,False,False,False,29,S7Dulo4dt8O,wDQxhhyAkEU,,,,wDQxhhyAkEU
qUbqevvTRCX,False,False,False,False,False,False,False,30,k4Yid4UsNLg,wDQxhhyAkEU,,,,wDQxhhyAkEU
OyKwdUd9BId,False,False,False,False,False,False,False,31,sOb9CDCoAif,wDQxhhyAkEU,,,,wDQxhhyAkEU
SGsTNHgjFyJ,False,False,False,False,False,False,False,32,TsoCuWLh71j,wDQxhhyAkEU,,,,wDQxhhyAkEU
fP7k8mIevZi,False,False,False,False,False,False,False,33,wlGi1qr9xYX,wDQxhhyAkEU,,,,wDQxhhyAkEU
pnQuQLzoUbv,False,False,False,False,False,False,False,34,OawTDq2eiv0,wDQxhhyAkEU,,,,wDQxhhyAkEU
iSiTrNtp6p4,False,False,False,False,False,False,False,35,bIMRQhQt4ia,wDQxhhyAkEU,,,,wDQxhhyAkEU
D9ECJuwMzGs,False,False,False,False,False,False,False,36,OBC5BfcUwyg,wDQxhhyAkEU,,,,wDQxhhyAkEU
wNR0rJpytue,False,False,False,False,False,False,False,37,QWaa7sH9jIp,wDQxhhyAkEU,,,,wDQxhhyAkEU
WPtsHTnFL9w,False,False,False,False,False,False,False,38,UptqkgrbXy6,wDQxhhyAkEU,,,,wDQxhhyAkEU
pv8SLgMM2ee,False,False,False,False,False,False,False,39,T6TynP10m5Q,wDQxhhyAkEU,,,,wDQxhhyAkEU
gbMx4OSASEH,False,False,False,False,False,False,False,40,bKcuBeH9kER,wDQxhhyAkEU,,,,wDQxhhyAkEU
LIo1q9bD8Oi,False,False,False,False,False,False,False,41,O3baDjV2eeW,wDQxhhyAkEU,,,,wDQxhhyAkEU
d3AwmTnpX05,False,False,False,False,False,False,False,42,mSf2s0OS0gP,wDQxhhyAkEU,,,,wDQxhhyAkEU
kf8mlgQauSl,False,False,False,False,False,False,False,43,e39P0lfTptd,wDQxhhyAkEU,,,,wDQxhhyAkEU
xLNilVCQYRX,False,False,False,False,False,False,False,44,kjLgZFbq5fZ,wDQxhhyAkEU,,,,wDQxhhyAkEU
IzqEcjgYtq8,True,False,False,False,False,False,False,45,tj1LewUMIT5,wDQxhhyAkEU,,,,wDQxhhyAkEU
SybtHsoMK3M,False,False,False,False,False,False,False,45,si9TqVvY3ZS,wDQxhhyAkEU,,,,wDQxhhyAkEU
MFwHTykuUAC,False,False,False,False,False,False,False,46,HpyUpoaGumw,wDQxhhyAkEU,,,,wDQxhhyAkEU
